CNPJ;Nome_Associacao;Telefone;Estado;Municipio
27.172.682/0001-76;ASSOCIACAO DOS TRANSPORTADORES DE CARGAS G2;5433425581;RS;PASSO FUNDO
32.136.167/0001-70;ASSOCIACAO MUTUA DE BENEFICIOS DA SERRA GAUCHA;5432826397;RS;CANELA
50.018.882/0001-90;ASSOCIACAO PRIMORE DE PROTECAO VEICULAR;48999765839;RS;MARAU
47.268.894/0001-69;BEM PROTECAO VEICULAR ASSOCIACAO DE BENEFICIOS;5433272219;RS;PASSO FUNDO
58.114.426/0001-56;BRX PROTECAO VEICULAR;48996267170;RS;TRES CACHOEIRAS
24.271.535/0001-65;COOPERODA COOPERATIVA DE TRANSPORTES RODOVIARIOS DE CARGAS;5433131446;RS;PASSO FUNDO
58.355.366/0001-63;HELLP ASSOCIACAO DE BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;49999584946;RS;NONOAI
58.438.455/0001-73;PROSPERA - ASSOCIACAO DE BENEFICIOS;4831921196;RS;BOM PRINCIPIO
58.443.556/0001-32;PROTECSUL - ASSOCIACAO DE SOCORRO MUTUO DO BRASIL;54999357003;RS;CANELA
42.367.689/0001-37;RECUPERE ASSOCIACAO DE MUTUO BENEFICIO;5432521090;RS;VACARIA
34.403.891/0001-49;SERRANA ASSOCIACAO DE BENEFICIOS;5433034062;RS;CANELA
54.072.668/0001-73;TOPMAIS ASSOCIACAO MUTUALISTA DE BENEFICIOS;48991315333;RS;PORTO ALEGRE
36.552.203/0001-38;TRIAUTO PROTECAO VEICULAR;5137203429;RS;LAJEADO
35.589.158/0001-23;ABEVESUL ASSOCIACAO DE BENEFICIOS DO SUL;5436985434;SC;TUBARAO
27.486.235/0001-91;ADERE - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;4834323093;SC;ICARA
38.799.467/0001-16;ALIADA ASSOCIACAO DE BENEFICIOS;48988147809;SC;TUBARAO
51.695.274/0001-83;ALTASUL PREMIUM - ASSOCIACAO MUTUA DE BENEFICIOS DE SANTA CATARINA;47991273219;SC;SAO JOSE
30.524.088/0001-01;ALTOVALE ASSOCIACAO DE MUTUO BENEFICIOS E PROTECAO VEICULAR;4733522772;SC;PRESIDENTE GETULIO
15.249.435/0001-41;ANTRAC - ASSOCIACAO NACIONAL DOS TRANSPORTADORES DE CARGAS;4933110500;SC;CHAPECO
38.101.286/0001-74;ASSOCIACAO DE AUTOGESTAO DE BENEFICIOS DOS MOTOCICLISTAS E MOTORISTAS DE SANTA CATARINA - ADASC MOTOS E BENEFICIOS;4830867300;SC;PALHOCA
21.145.682/0001-09;ASSOCIACAO DE BENEFICIOS;4837006019;SC;TUBARAO
47.475.914/0001-72;ASSOCIACAO DE BENEFICIOS DA SAUDE E SEGURANCA;48999767101;SC;TUBARAO
52.111.251/0001-47;ASSOCIACAO DE BENEFICIOS DE BLUMENAU E REGIAO SUPERAVI;4732853432;SC;BLUMENAU
34.071.630/0001-79;ASSOCIACAO DE BENEFICIOS DO ALTO VALE DO ITAJAI;4733000933;SC;RIO DO SUL
32.437.671/0001-00;ASSOCIACAO DE BENEFICIOS DO OESTE CATARINENSE - APROEST ASSOCIACAO DE BENEFICIOS;4935661857;SC;VIDEIRA
27.847.427/0001-86;ASSOCIACAO DE BENEFICIOS E PROTECAO VEICULAR DE SANTA CATARINA;48988056260;SC;SAO LUDGERO
34.046.517/0001-33;ASSOCIACAO DE BENEFICIOS JAGUAR;4836240204;SC;JAGUARUNA
48.343.196/0001-43;ASSOCIACAO DE BENEFICIOS MUTUOS DE AMIGOS;48991310879;SC;LAGUNA
48.656.690/0001-68;ASSOCIACAO DE BENEFICIOS SALLUS;4836600245;SC;TUBARAO
40.136.762/0001-34;ASSOCIACAO DE BENEFICIOS SUL MOTORS;48991365944;SC;CAPIVARI DE BAIXO
47.009.787/0001-16;ASSOCIACAO DE CRIADORES E PROPRIETARIOS DE CAES E GATOS;48998291000;SC;TUBARAO
21.024.824/0001-71;ASSOCIACAO DE PROTECAO DO VALE -APROVALE;4836322004;SC;BRACO DO NORTE
50.182.163/0001-00;ASSOCIACAO DE PROTECAO MUTUALISTA AUTO EXCELENCIA;47997552580;SC;SAO FRANCISCO DO SUL
50.198.575/0001-39;ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA AMASC;48992086778;SC;IMBITUBA
59.122.726/0001-40;ASSOCIACAO DE USUARIOS DE ENERGIAS RENOVAVEIS;47984143966;SC;SANTA TEREZINHA
15.317.729/0001-63;ASSOCIACAO DOS AMIGOS DE SANTA CATARINA;4834665150;SC;ORLEANS
22.177.277/0001-27;ASSOCIACAO DOS AMIGOS DO NORTE DO ESTADO DE SANTA CATARINA;4732789878;SC;JOINVILLE
09.059.844/0001-82;ASSOCIACAO DOS PROPRIETARIOS DE CAMINHOES DE SANTA ROSA DO SUL E REGIAO - APROCASUL;4835341490;SC;SANTA ROSA DO SUL
13.698.408/0001-20;ASSOCIACAO DOS PROPRIETARIOS DE CAMINHOES DO BRASIL - APROSIL;4836320020;SC;TUBARAO
25.195.208/0001-34;ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS POPULARES DA REGIAO METROPOLITANA DE TUBARAO;4830533130;SC;TUBARAO
32.332.000/0001-85;ASSOCIACAO DOS TRANSPORTADORES AMIGOS DO SUL - ATASUL;49999037415;SC;XAXIM
07.677.968/0001-04;ASSOCIACAO DOS TRANSPORTADORES DE CARGA EM GERAL DE CONCORDIA E ALTO URUGUAI CATARINENSE;4934449855;SC;CONCORDIA
07.998.326/0001-07;ASSOCIACAO DOS TRANSPORTADORES DE VIDEIRA E REGIAO;4935660080;SC;VIDEIRA
30.785.269/0001-91;ASSOCIACAO E CLUBE DE BENEFICIOS DOS PROPRIETARIOS DE CAMINHOES DA MARCA IVECO;4836242199;SC;JAGUARUNA
52.279.606/0001-01;ASSOCIACAO FLEXIAUTO PROTECAO VEICULAR;4920240800;SC;CHAPECO
43.279.958/0001-76;ASSOCIACAO IDEAL SUL DE BENEFICIOS;48996171948;SC;PALHOCA
34.089.461/0001-02;ASSOCIACAO MUTUA DE AUTO REGULACAO;4830288460;SC;SAO JOSE
31.700.159/0001-42;ASSOCIACAO MUTUA DE BENEFICIOS DE SANTA CATARINA SC CLUBE;4730503101;SC;CAMBORIU
52.455.411/0001-75;ASSOCIACAO MUTUA DE BENEFICIOS DOS PROPRIETARIOS DE VEICULOS DE SANTA CATARINA;4834134495;SC;SAO JOSE
32.862.038/0001-60;ASSOCIACAO MUTUALISTA DE AUTOGESTAO;4830582212;SC;SAO JOSE
28.820.227/0001-00;ASSOCIACAO MUTUALISTA DE BENEFICIOS DE SANTA CATARINA - AMBESC;4732880012;SC;BLUMENAU
30.697.618/0001-13;ASSOCIACAO PRIME SUL;4830536868;SC;TUBARAO
48.964.532/0001-75;ASSOCIACAO REGIONAL SULISTA DE MUTUALISMO;48988416533;SC;SAO JOSE
39.765.416/0001-36;ASSOCIACAO VIVA BENEFICIOS;4831920180;SC;TREZE DE MAIO
34.968.119/0001-74;ASULBRAT ASSOCIACAO SUL BRASILEIRA DE TRANSPORTADORES;4831920990;SC;TUBARAO
36.964.979/0001-65;AUTOPRO SUL BENEFICIOS;48998474702;SC;ARARANGUA
24.290.573/0001-65;CAPITAL - ASSOCIACAO DE PROPRIETARIOS DE VEICULOS;4832479526;SC;SAO JOSE
50.755.534/0001-04;CLUBE SUDESC - ASSOCIACAO DE BENEFICIOS;48999828388;SC;SAO JOSE
24.027.296/0001-00;CONFIANCA ASSOCIACAO DE BENEFICIOS;4836327557;SC;TUBARAO
47.951.913/0001-57;FERA PROTECAO VEICULAR;48999506930;SC;TUBARAO
04.948.491/0001-58;GRUPO GRANDE OESTE PROTECAO PATRIMONIAL MUTUALISTA;4930262222;SC;CHAPECO
34.427.445/0001-74;HORIZONTE BENEFICIOS ASSOCIACAO MUTUA DE BENEFICIOS;4731703813;SC;POMERODE
51.982.647/0001-05;IDEAL BENEFICIOS E SOCORRO MUTUO;47997053131;SC;JOINVILLE
32.775.260/0001-25;INOVA - ASSOCIACAO DE BENEFICIOS;4830561100;SC;CRICIUMA
37.282.729/0001-08;LONDON PROTECAO PATRIMONIAL MUTUALISTA;4932400210;SC;LAGES
47.684.858/0001-86;MAIS PROSUL - PROTECAO VEICULAR;48996120910;SC;JARAGUA DO SUL
52.160.674/0001-57;MOVA ASSOCIACAO DE BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;48999281689;SC;ICARA
37.798.505/0001-53;NOVA MUTUA CLUBE DE BENEFICIOS E ASSISTENCIA;47991950360;SC;BLUMENAU
37.319.011/0001-49;ONE CAR ASSOCIACAO CLUBE DE BENEFICIOS VEICULAR;48996500706;SC;PALHOCA
47.488.700/0001-30;PROSERV PROTECAO VEICULAR E ASSOCIACAO MUTUA DE BENEFICIOS DE SANTA CATARINA;4732243587;SC;ITAJAI
30.216.471/0001-00;PROSUL-ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA E BENEFICIOS;4831910400;SC;TUBARAO
41.190.027/0001-71;PROTEFORT ASSOCIACAO DE BENEFICIOS E PROTECAO VEICULAR;48991457544;SC;BIGUACU
36.372.091/0001-33;PROTEGE- ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;4830524352;SC;TUBARAO
35.555.930/0001-96;PROTEGER ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;4730110320;SC;CONCORDIA
43.778.151/0001-88;QUATRO RODAS ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA E CLUBE DE BENEFICIOS;4836281463;SC;BRACO DO NORTE
39.556.021/0001-23;ROTASUL ASSOCIACAO MUTUALISTA DE BENEFICIOS E PROTECAO VEICULAR;4831920190;SC;TUBARAO
43.038.650/0001-39;SANTA BENEFICIOS E SOCORRO MUTUO;48998024033;SC;CONCORDIA
42.953.656/0001-79;SHIELD CAR ASSOCIACAO;4836604848;SC;JOINVILLE
41.504.188/0001-92;SIGA BEM PROTECAO VEICULAR;4933534977;SC;XAXIM
36.344.611/0001-02;SKYBER ASSOCIACAO DE MUTUO BENEFICIO E PROTECAO VEICULAR;47996497484;SC;TUBARAO
33.770.685/0001-04;SMARTT - ASSOCIACAO DE BENEFICIOS E PROTECAO VEICULAR;4831910366;SC;TUBARAO
30.056.292/0001-45;SUDESC ASSOCIACAO DE BENEFICIOS E SOCORRO MUTUO DA GRANDE FLORIANOPOLIS;4833752001;SC;SAO JOSE
32.956.721/0001-66;SUL ASSOCIACAO DE AUTOGESTAO DE BENEFICIOS E PROTECAO VEICULAR E FAMILIAR;48996899307;SC;TUBARAO
30.016.954/0001-53;UNIBEN ASSOCIACAO DE BENEFICIOS;4836260981;SC;TUBARAO
42.606.779/0001-33;VIAPREV ASSOCIACAO DE PROTECAO VEICULAR;48991226911;SC;RIO FORTUNA
32.702.555/0001-71;VISAO ASSOCIACAO DE MUTUO, BENEFICIOS E PROTECAO VEICULAR;48999724014;SC;JARAGUA DO SUL
29.385.730/0001-30;ASSOCIACAO DE BENEFICIOS MUTUOS DOS MOTOCICLISTA DE SERGIPE - ABMMS;79999578209;SE;LAGARTO
20.508.055/0001-14;ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA AOS MOTOCICLISTA E MOTOTAXISTA DE ARACAJU;7930239575;SE;ARACAJU
27.181.115/0001-86;ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA SERGIPANA;8235212902;SE;ARACAJU
36.210.017/0001-10;ASSOCIACAO DE PROTECAO VEICULAR INOVARE;79999073842;SE;ARACAJU
33.161.608/0001-57;ASSOCIACAO DE SOCORRO MUTUO DO AGRESTE DE SERGIPE;79999544321;SE;ITABAIANA
49.969.106/0001-97;ASSOCIACAO DE SOCORRO MUTUO, PROTECAO PATRIMONIAL E CLUBE DE BENEFICIOS EXECUTIVA;79996387563;SE;ARACAJU
48.649.852/0001-30;ASSOCIACAO E CLUBE DE SOCORRO MUTUO AOS PROPRIETARIOS DE VEICULOS;7930212567;SE;ARACAJU
33.374.506/0001-10;ASSOCIACAO SERGICLUBE.MAIS DE PROTECAO PATRIMONIAL;79996434475;SE;ARACAJU
30.320.836/0001-34;ASSOCIACAO SERGIPANA DOS MOTORISTAS AUTONOMOS POR APLICATIVO - ASMAA;79998188645;SE;BARRA DOS COQUEIROS
48.650.662/0001-33;AUTOMASTER ASSOCIACAO DE SOCORRO MUTUO E BENEFICIOS;79998175508;SE;NOSSA SENHORA DAS DORES
55.758.444/0001-82;MASTER AUTOS E TRUCK PROTECAO PATRIMONIAL MUTUALISTA;79999999999;SE;ARACAJU
57.322.886/0001-07;SIGA PRIME CLUBE DE BENEFICIOS;81995251291;SE;ARACAJU
30.981.365/0001-05;TOTAL MOTOS CAR PROTECAO PATRIMONIAL;7930230818;SE;ARACAJU
23.483.476/0001-26;A.C.TRANS DO BRASIL - ASSOCIACAO DOS CARRETEIROS E TRANSPORTADORES DO BRASIL;1138057169;SP;SAO PAULO
11.006.336/0001-88;ACONTRANS ASSOCIACAO DOS CONDUTORES E TRANSPORTADORES;1127295090;SP;SAO PAULO
22.988.203/0001-70;ACONTRANS/SP - ASSOCIACAO DOS CONDUTORES E TRANSPORTADORES /SP;1122156565;SP;SAO PAULO
30.810.424/0001-82;ASREC - ASSOCIACAO REGIONAL DOS PROPRIETARIOS DE CAMINHOES;1732255046;SP;SAO JOSE DO RIO PRETO
54.383.622/0001-75;ASSOCIA BRASIL PROTECAO PATRIMONIAL MUTUALISTA;3121801990;SP;SAO PAULO
18.336.260/0001-06;ASSOCIACAO BRASILEIRA DE ASSISTENCIA AO CAMINHONEIRO - ABRASCAM;1122015150;SP;SAO PAULO
29.613.444/0001-84;ASSOCIACAO BRASILEIRA DE BENEFICIOS E PROTECAO CONTRA PERDAS FINANCEIRAS;1236311929;SP;TAUBATE
45.943.069/0001-97;ASSOCIACAO CASAGRANDE PROTECAO PATRIMONIAL MUTUALISTA;11996938972;SP;SANTO ANDRE
50.795.845/0001-99;ASSOCIACAO DE GERENCIAMENTO VEICULAR NACIONAL;1141027221;SP;SAO PAULO
10.588.807/0001-40;ASSOCIACAO DE PROTECAO AO CAMINHONEIRO - APROCAM;1131298768;SP;SANTOS
46.466.878/0001-18;ASSOCIACAO DE PROTECAO E BENEFICIO AO PROPRIETARIO DE VEICULOS - BEEP PROTECAO VEICULAR;1146753418;SP;SAO PAULO
45.151.242/0001-14;ASSOCIACAO DE PROTECAO E BENEFICIOS AOS TRABALHADORES DO BRASIL - APTB;1153237944;SP;SAO PAULO
29.407.831/0001-64;ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA DOS FUNCIONARIOS DA INDUSTRIA E COMERCIO DO ESTADO DE SAO PAULO;1142000837;SP;JUNDIAI
28.517.452/0001-64;ASSOCIACAO DE PROTECAO PATRIMONIAL, SOCORRO MUTUO E PECULIO AOS TRABALHADORES DE SAO PAULO - NOVA PROTECAO;1132302729;SP;SAO PAULO
54.165.567/0001-47;ASSOCIACAO DE PROTECAO VEICULAR DE SAO PAULO - APV-SP;1129446895;SP;SAO PAULO
42.283.720/0001-51;ASSOCIACAO DE SOCORRO MUTUO KHEPER;19993724949;SP;PAULINIA
51.421.328/0001-12;ASSOCIACAO DE SOCORRO MUTUO PAULISTA;1735255500;SP;CATANDUVA
31.313.990/0001-41;ASSOCIACAO DOS CAMINHONEIROS DE PRESIDENTE PRUDENTE ACPP;18996441900;SP;PRESIDENTE PRUDENTE
50.817.523/0001-01;ASSOCIACAO DOS CEGONHEIROS DO BRASIL ACEG BR;1143476080;SP;SAO BERNARDO DO CAMPO
56.422.244/0001-17;ASSOCIACAO DOS EMPREENDEDORES INDIVIDUAIS TRANSPORTADORES DE CARGA;11986370002;SP;GUARULHOS
08.957.990/0001-62;ASSOCIACAO DOS TRANSPORTADORES DE CARGAS DO NOROESTE PAULISTA - ASTRAU;17991922502;SP;URUPES
48.048.974/0001-71;ASSOCIACAO MEGA SISTEM PROTECAO VEICULAR;1122270296;SP;SAO BERNARDO DO CAMPO
55.270.174/0001-66;ASSOCIACAO SAVANA TRUCK;1140474748;SP;BARUERI
41.621.173/0001-04;ASSOTRANS SP CLUBE DE APOIO AOS CONDUTORES DE TRANSPORTE DE CARGA;1433139957;SP;BAURU
58.327.762/0001-87;AUTOSEG PROTECAO VEICULAR;12988020463;SP;SAO JOSE DOS CAMPOS
61.101.009/0001-83;BRASBEN PROTECAO PATRIMONIAL MUTUALISTA;11974688324;SP;SAO PAULO
34.364.352/0001-48;CLUBE DE PROTECAO PATRIMONIAL MUTUALISTA;1145108887;SP;CATANDUVA
49.995.133/0001-34;COMET BENEFICIOS;1123748329;SP;SAO BERNARDO DO CAMPO
32.550.632/0001-15;DNA BRASIL PROTECAO PATRIMONAL MUTUALISTA;1137249440;SP;OSASCO
61.219.190/0001-27;ECO TRUCK - ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA;16992206374;SP;RIBEIRAO PRETO
45.789.433/0001-06;EVVO PROTECAO PATRIMONIAL MUTUALISTA;31983767360;SP;SAO PAULO
43.943.743/0001-08;FOCO BRASIL CLUBE DE BENEFICIOS;3141012232;SP;CAMPINAS
49.926.036/0001-90;GR PRO BRASIL;1124484969;SP;SAO PAULO
34.486.052/0001-31;GRUPO GUARD BRASIL PROTECAO MUTUALISTA E BENEFICIOS;1239369065;SP;SAO JOSE DOS CAMPOS
51.643.749/0001-98;LIGA BENEFICIOS E SOCORRO MUTUO GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA;11996392618;SP;SAO PAULO
43.347.093/0001-38;MOOV BENEFICIOS E SOCORRO MUTUO;19974146525;SP;CAMPINAS
40.568.384/0001-68;MOVICAR BRASIL - CLUBE DE BENEFICIOS E PROTECAO VEICULAR;1147580571;SP;MOGI DAS CRUZES
60.862.235/0001-14;OCEAN PROTECAO AUTOMOTIVA;61985720252;SP;SAO PAULO
56.934.866/0001-24;POSITIVA BENEFICIOS PROTECAO PATRIMONIAL MUTUALISTA;1126692230;SP;SANTO ANDRE
38.831.966/0001-43;PRIMESP PROTECAO MUTUA E BENEFICIOS;3134742584;SP;CAMPINAS
20.344.378/0001-10;SOMA SP ASSOCIACAO DE BENEFICIOS;1938871620;SP;HORTOLANDIA
55.770.599/0001-34;SPUTNIK PROTECAO VEICULAR;11960501691;SP;SAO PAULO
54.059.434/0001-96;STRADA SEG PROTECAO AUTOMOTIVA;13996992000;SP;PRAIA GRANDE
32.236.490/0001-16;SUPER AUTO ASSOCIACAO DE BENEFICIOS MUTUOS DOS BRASILEIROS;1147929282;SP;SAO PAULO
60.100.600/0001-53;SUPREME PROTECAO VEICULAR;71996533189;SP;BARUERI
42.410.926/0001-03;TESA ASSOCIADOS;1142269015;SP;SAO CAETANO DO SUL
45.750.914/0001-08;TORINO ASSOCIACAO DE PROTECAO E BENEFICIO AO PROPRIETARIO DE VEICULOS;1134562625;SP;SAO PAULO
48.672.212/0001-41;UNIPRO BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;62993338888;SP;SAO PAULO
61.706.550/0001-15;VELLIX BENEFICIOS E PROTECAO PATRIMONIAL MUTUALISTA;19974114112;SP;INDAIATUBA
59.241.649/0001-47;VETORYZE;91982749286;SP;BARUERI
33.129.169/0001-03;VIDE GRUPO DE PROTECAO PATRIMONIAL MUTUALISTA;19981253803;SP;SUMARE
29.658.779/0001-19;APROVEL ASSOCIACAO E CLUBE DE BENEFICIOS;6334762925;TO;COLINAS DO TOCANTINS
21.606.092/0001-28;ASSOCIACAO DE PROTECAO E ASSISTENCIA AUTOMOTIVA DO ESTADO DO TOCANTINS;6333125200;TO;PALMAS
45.687.561/0001-49;ASSOCIACAO DOS PROPRIETARIOS DE VEICULOS AUTOMOTORES - AUTOMAX;63992369916;TO;PALMAS
45.576.130/0001-05;ASSOCIACAO JF MUTUAL - PROTECAO VEICULAR;63999886810;TO;PALMAS
53.439.169/0001-09;MAIS APOIO - ASSOCIACAO DE ASSISTENCIA E BENEFICIOS MUTUOS AOS PROPRIETARIOS DE VEICULOS AUTOMOTORES DO TOCANTINS;63984116421;TO;PALMAS
46.138.743/0001-23;PROTEBAM PROTECAO VEICULAR;63981478899;TO;PALMAS
06.068.410/0001-50;PATER SEGUROS S.A.;8540059190;CE;FORTALEZA
63.552.802/0001-24;CONECTA SEGURADORA S.A;21988688540;DF;BRASILIA
27.053.230/0001-75;BANESTES SEGUROS SA;2733832857;ES;VITORIA
50.316.213/0001-03;SEGURADORA S.A. INFINITE;6232810382;GO;GOIANIA
17.188.350/0001-26;AUXILIADORA PREVIDENCIA;3132356500;MG;BELO HORIZONTE
50.180.527/0001-13;BP SEGURADORA S.A.;3130101030;MG;BELO HORIZONTE
29.981.685/0001-86;GNPP IMOVEIS S/A.;3135177553;MG;BELO HORIZONTE
43.505.273/0001-09;SPLIT RISK SEGURADORA S.A.;34998628972;MG;UBERLANDIA
18.133.809/0001-57;ANGELUS SEGUROS S/A;4430139350;PR;MARINGA
42.516.278/0001-66;CENTAURO VIDA E PREVIDENCIA S/A;4130190080;PR;CURITIBA
56.797.784/0001-85;ARCESP SEGURADORA SA;2122208119;RJ;RIO DE JANEIRO
19.630.496/0001-05;BESSO RE BRASIL CORRETORA DE RESSEGUROS LTDA;2122533334;RJ;RIO DE JANEIRO
15.138.043/0001-05;BRASILCAP CAPITALIZACAO S/A;2138042221;RJ;RIO DE JANEIRO
76.100.890/0001-75;CDI - CIA DE INVESTIMENTOS E PARTICIPACOES;2125310022;RJ;RIO DE JANEIRO
14.333.631/0001-37;COMPREV SEGURADORA SA;2125052040;RJ;RIO DE JANEIRO
45.887.171/0001-12;GUY CARPENTER & COMPANY CORRETORA DE RESSEGUROS LTDA.;2121030800;RJ;RIO DE JANEIRO
06.354.814/0001-00;INTER CORRETORA DE SEGUROS LTDA;2125122121;RJ;RIO DE JANEIRO
40.997.879/0001-02;SIMPLE2U SEGUROS S.A.;2137222200;RJ;RIO DE JANEIRO
95.619.003/0001-14;PREVIMIL VIDA E PREVIDENCIA S/A;2130771000;RJ;RIO DE JANEIRO
23.694.731/0001-80;SEGURADORA ALM S/ A;21992462813;RJ;RIO DE JANEIRO
44.019.198/0001-20;SINAF SEGUROS S.A.;2125330033;RJ;RIO DE JANEIRO
22.404.448/0001-03;TRUSTER BRASIL CORRETAGEM DE RESSEGUROS LTDA.;2135709524;RJ;RIO DE JANEIRO
38.155.804/0001-32;XS4 CAPITALIZACAO S.A.;2135016181;RJ;RIO DE JANEIRO
92.843.531/0001-64;ASPECIR PREVIDENCIA;5132281999;RS;PORTO ALEGRE
87.909.230/0001-56;EDEL SEGURADORA S/A;11998536510;RS;PORTO ALEGRE
29.985.998/0001-02;RIO GRANDE CAPITALIZACAO S.A.;2138243900;RS;PORTO ALEGRE
87.163.234/0001-38;SABEMI SEGURADORA SA;5131231900;RS;PORTO ALEGRE
55.843.756/0001-94;KAPAM SEGURADORA S.A.;48984040856;SC;FLORIANOPOLIS
29.846.286/0001-02;88I SEGURADORA DIGITAL S.A..;11996501888;SP;SAO PAULO
13.525.547/0001-52;AIG RESSEGUROS BRASIL S.A.;1138092121;SP;SAO PAULO
88.619.705/0001-32;SDB COMPANHIA DE SEGUROS GERAIS - FALIDO EM LIQUIDACAO;1131295667;SP;SAO PAULO
08.587.950/0001-76;ATRADIUS CREDITO Y CAUCION SEGURADORA S.A.;1131001100;SP;SAO PAULO
96.328.372/0001-10;AVS SEGURADORA S.A. - EM LIQUIDACAO;1133110135;SP;SAO PAULO
07.021.544/0001-89;BERKLEY INTERNATIONAL DO BRASIL SEGUROS S.A.;1138481646;SP;SAO PAULO
42.565.660/0001-60;BMS BRASIL CORRETORA DE RESSEGUROS LTDA.;21988175122;SP;SAO PAULO
30.453.728/0001-30;BRAZIL RE CORRETORA DE RESSEGUROS LTDA.;11994546222;SP;SAO PAULO
12.651.299/0001-23;BRIB CORRETORA DE RESSEGUROS LTDA;1131752991;SP;SAO PAULO
03.546.261/0001-08;CARDIF DO BRASIL VIDA E PREVIDENCIA S/A;1122469000;SP;SAO PAULO
48.087.985/0001-60;CARPENTER MARSH FAC BRASIL CORRETORA DE RESSEGUROS LTDA.;1122451800;SP;SAO PAULO
23.025.711/0001-16;CIA ITAU DE CAPITALIZACAO;1130034828;SP;SAO PAULO
61.599.565/0001-21;CONNEXUS CORRETAGEM E CONSULTORIA EM RESSEGURO LTDA;1120657865;SP;SAO PAULO
19.486.258/0001-78;DAYCOVAL SEGUROS S.A.;1127116800;SP;SAO PAULO
04.573.811/0001-32;EULER HERMES SEGUROS S.A.;1130654035;SP;SAO PAULO
09.064.453/0001-56;FAIRWAY SEGUROS S A;1150267621;SP;SAO PAULO
75.115.436/0001-25;INTERBRAZIL SEGURADORA S/A -;1130378800;SP;SAO PAULO
45.865.343/0001-57;JUSTOS SEGUROS S.A.;1138192040;SP;SAO PAULO
06.913.526/0001-49;MEXBRIT BRASIL CORRETORA DE RESSEGUROS LTDA;1130654455;SP;SAO PAULO
01.857.539/0001-24;MUNICH RE DO BRASIL RESSEGURADORA S.A.;1151021490;SP;SAO PAULO
85.031.334/0001-85;NOBRE SEGURADORA DO BRASIL S.A - EM LIQUIDACAO;1150691177;SP;SAO PAULO
46.973.571/0001-03;NOW SEGUROS SA;61994428989;SP;SAO PAULO
03.209.092/0001-02;SANTANDER CAPITALIZACAO S/A.;1140043535;SP;SAO PAULO
60.885.027/0001-30;SAO PAULO CIA NACIONAL DE SEGUROS GERAIS - EM LIQUIDACAO;1137770967;SP;SAO PAULO
52.997.050/0001-99;SKY SEGURADORA S.A. - MICROSSEGURADORA;1144336724;SP;SANTO ANDRE
92.863.505/0001-06;UNIMED SEGURADORA S/A;1132649700;SP;SAO PAULO
29.408.732/0001-05;XP VIDA E PREVIDENCIA S.A.;1132653700;SP;SAO PAULO
01.206.480/0001-04;ZURICH BRASIL VIDA E PREVIDENCIA S.A.;1123138682;SP;SAO PAULO
51.375.162/0001-45;ASSOCIACAO DE PROTECAO VEICULAR E SOCORRO MUTUO AC NORTE;68999338737;AC;RIO BRANCO
58.133.161/0001-33;ASSOCIACAO AUTO GESTAO PROTECAO VEICULAR;82996140075;AL;ARAPIRACA
49.554.378/0001-26;ASSOCIACAO DE PROTECAO E ASSISTENCIA VEICULAR ARATOP;82999781293;AL;ARAPIRACA
56.222.822/0001-71;ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA JM;82993328033;AL;CAPELA
54.551.002/0001-06;ASSOCIACAO DE PROTECAO PATRIMONIAL MUTUALISTA MOVIAUTO;82996039406;AL;PALMEIRA DOS INDIOS
41.845.048/0001-88;ASSOCIACAO DE PROTECAO VEICULAR AUTO FORTE;8235391292;AL;ARAPIRACA
31.506.057/0001-90;ASSOCIACAO LAJENSE DE PROTECAO A MOTOCICLETAS - ALPM;8232851734;AL;SAO JOSE DA LAJE
52.946.900/0001-20;ASSOCIACAO SANTA FE PROTECAO VEICULAR;82998350007;AL;ARAPIRACA
55.327.413/0001-77;ASSOCIACAO SUPER NACIONAL;82988753884;AL;MACEIO
39.564.635/0001-57;ASSOCIACAO TECNICA DE PROTECAO VEICULAR LIDERES;82996131543;AL;JUNQUEIRO
33.130.962/0001-14;ASUS - ASSOCIACAO DE BENEFICIOS;82981301471;AL;MACEIO
30.064.763/0001-67;ATIVOS PREVENCOES CLUBE DE BENEFICIOS;82981409289;AL;ARAPIRACA
27.729.265/0001-81;AUDOMOTOS PROTECAO PATRIMONIAL MUTUALISTA;8233221072;AL;MACEIO
53.388.032/0001-72;AUTO SERTAO ASSOCIACAO DE SOCORRO MUTUO E BENEFICIOS;8235222224;AL;ARAPIRACA
